Unnamed: 0,Source.Name,text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,Sentiment,emoji_text,emoji_count,text_no_emoji,text_clean,text_no_stopwords,place,sentiment
10,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,takutlah nak pi makan  sebab sedap nak mampoih,57,6.0,06/15/2025 10:47:50,matjan052,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,7.44558435903639e+18,7.51600233224594e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fa27ef45208766d8373c44da67d6fcd3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8b20cf28&x-expires=1763481600&x-signature=OWEU5A2ZkLCpDvrL404%2BTEyqc1c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[],0,takutlah nak pi makan sebab sedap nak mampoih,takutlah nak pi makan sebab sedap nak mampoih,takutlah pi makan sedap mampoih,Potlepak Changlun,neutral
11,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,sanggup dr penang mai changlun dlu sbb nak makan kat potlepak sbb tgk pinat review mmg sedap,6,0.0,06/15/2025 03:01:39,saidah_zahra89,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,6.83010824432583e+18,7.5158822068759e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7331942421015560199~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5857a95f&x-expires=1763481600&x-signature=MYIVY5DlAn%2BSdiXy28mKP5h1Wm8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[],0,sanggup dr penang mai changlun dlu sbb nak makan kat potlepak sbb tgk pinat review mmg sedap,sanggup dr penang mai changlun dlu sbb nak makan kat potlepak sbb tgk pinat review mmg sedap,sanggup penang mai changlun dlu sbb makan potlepak sbb tgk pinat review sedap,Potlepak Changlun,negative
12,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,dr siang sampai mlm hg mkn bella,6,0.0,06/15/2025 15:32:27,hafiza_khalib,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,7.09495690996687e+18,7.51607569069433e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9c63abfdd5ca9c1a446762cf954ed5d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=08789c36&x-expires=1763481600&x-signature=Bki%2BpFTfPu%2B216qLlH4uHeUkgnI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[],0,dr siang sampai mlm hg mkn bella,dr siang sampai mlm hg mkn bella,mlm hg mkn bella,Potlepak Changlun,negative
13,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,sy dh pegi dh memng sdp menu die puas hati,5,0.0,06/16/2025 18:14:29,norazlinaazlina54,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,6.97618682584538e+18,7.516488526743e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c87aaf086ea78a876e7fb353faa1fd03~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0634a722&x-expires=1763481600&x-signature=z%2B7iqS%2Fkcu6mdbjkB0V5XJSUVlM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[],0,sy dh pegi dh memng sdp menu die puas hati,sy dh pegi dh memng sdp menu die puas hati,sy dh pegi dh memng sdp menu die puas hati,Potlepak Changlun,negative
14,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,memang port tempat kita org mkn kalu lalu sinimemang sedap,13,2.0,06/14/2025 19:44:20,azianabas866,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,6.94169361388588e+18,7.51576951369133e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/afb0ad7df592c957c7cc3cd1bd8b8d39~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4e92a9cd&x-expires=1763481600&x-signature=ehSs%2BmMPBP1VEeE9z5fP3mf02oo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[],0,memang port tempat kita org mkn kalu lalu sinimemang sedap,memang port tempat kita org mkn kalu lalu sinimemang sedap,port mkn kalu sinimemang sedap,Potlepak Changlun,positive
15,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,teringin nak g makan tmpt2 viraldlu arwah suami rajin melayanskrg dia da pulang tinggal lah sy dgn anak skrg jrng mkn kt luar sbb bdua anak pon masih kecik lgtnggu besar sikit bleh la g port2 makan yg viral:face_with_tears_of_joy:,7,0.0,06/14/2025 23:56:44,jalurlangit.my,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,7.5140073841696e+18,7.51583454785143e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/77f659b6db6d325a0350197ef9fbcc95~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ff77a426&x-expires=1763481600&x-signature=%2FtGCP2E3RA10MUluqEq0K19UQBc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[':face_with_tears_of_joy:'],1,teringin nak g makan tmpt2 viraldlu arwah suami rajin melayanskrg dia da pulang tinggal lah sy dgn anak skrg jrng mkn kt luar sbb bdua anak pon masih kecik lgtnggu besar sikit bleh la g port2 makan yg viral,teringin nak g makan tmpt2 viraldlu arwah suami rajin melayanskrg dia da pulang tinggal lah sy dgn anak skrg jrng mkn kt luar sbb bdua anak pon masih kecik lgtnggu besar sikit bleh la g port2 makan yg viral,teringin g makan tmpt2 viraldlu arwah suami rajin melayanskrg da pulang tinggal sy anak skrg jrng mkn kt sbb bdua anak kecik lgtnggu sikit bleh la g port2 makan viral,Potlepak Changlun,negative
16,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,set rm59 tu utk family sy bleh mkn bawak balik plak simpan esok mkn lain:beaming_face_with_smiling_eyes: punya bnyak portion dia,7,0.0,06/14/2025 22:13:43,sazzy919,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,7.00145301571486e+18,7.51580799951818e+18,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/d389a039379e1259dad6679c86de7db5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71a7fcc3&x-expires=1763481600&x-signature=wm8KzaSdueIJ%2Fz8ZNkFDMCyuMxg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[':beaming_face_with_smiling_eyes:'],1,set rm59 tu utk family sy bleh mkn bawak balik plak simpan esok mkn lain punya bnyak portion dia,set rm59 tu utk family sy bleh mkn bawak balik plak simpan esok mkn lain punya bnyak portion dia,set rm59 tu family sy bleh mkn bawak plak simpan esok mkn bnyak portion,Potlepak Changlun,neutral
17,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,pernah p dah dulu bawak anak baby lagy depa siap sedia katil baby lagy kita nak mkn pown tenang anak tdoq dlm katil sebelah meja kita,6,0.0,06/14/2025 23:10:57,aairaaairin1728,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,6.80881442739647e+18,7.51582276200748e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2c790b22aac9b4e14b66c7763f6f61b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8ca293c9&x-expires=1763481600&x-signature=AIhFX4hAWvD0C5rr5KWIcrnQJsg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[],0,pernah p dah dulu bawak anak baby lagy depa siap sedia katil baby lagy kita nak mkn pown tenang anak tdoq dlm katil sebelah meja kita,pernah p dah dulu bawak anak baby lagy depa siap sedia katil baby lagy kita nak mkn pown tenang anak tdoq dlm katil sebelah meja kita,p bawak anak baby lagy depa sedia katil baby lagy mkn pown tenang anak tdoq katil sebelah meja,Potlepak Changlun,positive
18,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,korg kna p mmg kuantiti byk  mkn puas hati knyang  dkt umh  byk kali p  try korg,5,1.0,06/24/2025 13:57:50,cikes.80,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,7.09833510595376e+18,7.51939104036699e+18,https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ba0db74e&x-expires=1763481600&x-signature=8jlv37LazAMsL8sqoYhXgIhoAHk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[],0,korg kna p mmg kuantiti byk mkn puas hati knyang dkt umh byk kali p try korg,korg kna p mmg kuantiti byk mkn puas hati knyang dkt umh byk kali p try korg,korg kna p kuantiti mkn puas hati knyang dkt umh kali p try korg,Potlepak Changlun,neutral
19,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,dari pada petang smpai ke malam eh kak bella:face_with_hand_over_mouth:,10,0.0,06/14/2025 20:53:25,ika04589t2a,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,7.4727732720419e+18,7.51578732151063e+18,https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ba0db74e&x-expires=1763481600&x-signature=8jlv37LazAMsL8sqoYhXgIhoAHk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[':face_with_hand_over_mouth:'],1,dari pada petang smpai ke malam eh kak bella,dari pada petang smpai ke malam eh kak bella,smpai eh bella,Potlepak Changlun,neutral
20,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,kedai fav kami sekeluarga :smiling_face_with_hearts:,43,2.0,06/14/2025 19:22:44,mommyzulaiha,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,7.12037864627639e+18,7.51576393668949e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7e9c77c6fb457a753a92698597ad8bf4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=79a71a85&x-expires=1763481600&x-signature=NYo1LalQabt9MNCxgjLGIPKvZPA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[':smiling_face_with_hearts:'],1,kedai fav kami sekeluarga,kedai fav kami sekeluarga,kedai fav sekeluarga,Potlepak Changlun,positive
21,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,nah changlun dah maju weyhh zaman duk matrik dlu xdak paa kt changlun nih nk kena pi lagi nih:loudly_crying_face:,14,11.0,06/16/2025 10:15:19,sharifahsyasha,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,1690174643689506.0,7.51636503595126e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/46749f71b0041e40ebdf6269154b07fc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d33edb36&x-expires=1763481600&x-signature=%2BYo7o7N81TjPkAnlnPTaiiY8voI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[':loudly_crying_face:'],1,nah changlun dah maju weyhh zaman duk matrik dlu xdak paa kt changlun nih nk kena pi lagi nih,nah changlun dah maju weyhh zaman duk matrik dlu xdak paa kt changlun nih nk kena pi lagi nih,changlun maju weyhh zaman duk matrik dlu xdak paa kt changlun nih kena pi nih,Potlepak Changlun,negative
22,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,harap p dpt portion yg sama yg bella review,8,1.0,06/17/2025 19:48:44,cd.raza,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,6.97514517183532e+18,7.51688390226048e+18,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fe44742122852375afd3fcfc0a4b515b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8c82efe4&x-expires=1763481600&x-signature=5oPmW9aX7d3bPYQTaoPhgahakA4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[],0,harap p dpt portion yg sama yg bella review,harap p dpt portion yg sama yg bella review,harap p portion bella review,Potlepak Changlun,positive
23,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,betoidah pi try tadimmg dpt mcm bella makan puaih hati makan sampai tersandaqmurah sgt² tk sia² dr bedong ke changlun semata² nak makan set talam tu,7,2.0,06/17/2025 23:41:31,meqna21,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,6.90125523750532e+18,7.51694389498387e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cb352875ea28599d94b588bcd245cf90~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=145a84b3&x-expires=1763481600&x-signature=xLiD8sa7%2BBYbkTuBGNUFARxyDQo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[],0,betoidah pi try tadimmg dpt mcm bella makan puaih hati makan sampai tersandaqmurah sgt² tk sia² dr bedong ke changlun semata² nak makan set talam tu,betoidah pi try tadimmg dpt mcm bella makan puaih hati makan sampai tersandaqmurah sgt tk sia dr bedong ke changlun semata nak makan set talam tu,betoidah pi try tadimmg bella makan puaih hati makan tersandaqmurah sgt tk sia bedong changlun makan set talam tu,Potlepak Changlun,negative
24,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,dr cerah smpai gelap bella mkn,19,2.0,06/14/2025 19:14:07,user52673661,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,6.78763620152151e+18,7.51576170833999e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/776cfa9acbb6d02f80f8754d85bedd60~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=75a6d5b4&x-expires=1763481600&x-signature=7L3%2BEUUbEkeo57FdoWREhQQBZ9A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[],0,dr cerah smpai gelap bella mkn,dr cerah smpai gelap bella mkn,cerah smpai gelap bella mkn,Potlepak Changlun,neutral
25,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,aku tngh ngidam bella tk lalu mkn apa ponbila aku tngok bella mkn aku pulak cari nk mkn apa adoiiii :grinning_face_with_sweat:,15,1.0,06/14/2025 19:43:25,mrsyana2,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,7.20508955337913e+18,7.51576928537431e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/623a703af9dac66613b3a7c988fbdd5c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d04ff1cc&x-expires=1763481600&x-signature=6fNJaHpSOhlgJKW56W7RTC%2FpdH0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[':grinning_face_with_sweat:'],1,aku tngh ngidam bella tk lalu mkn apa ponbila aku tngok bella mkn aku pulak cari nk mkn apa adoiiii,aku tngh ngidam bella tk lalu mkn apa ponbila aku tngok bella mkn aku pulak cari nk mkn apa adoiiii,tngh ngidam bella tk mkn ponbila tngok bella mkn pulak cari mkn adoiiii,Potlepak Changlun,negative
26,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,p mkn dgreen sebelah potlepak tobat lagi sedap,104,33.0,06/14/2025 22:27:18,nllysy4,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,7.05800249765025e+18,7.51581151768045e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/400fbab2759a03236f8558a188dc9b9d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2ce22f34&x-expires=1763481600&x-signature=bLQfqathy4OgrCd2Z5BdPxV0oEY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[],0,p mkn dgreen sebelah potlepak tobat lagi sedap,p mkn dgreen sebelah potlepak tobat lagi sedap,p mkn dgreen sebelah potlepak tobat sedap,Potlepak Changlun,positive
27,dataset_tiktok-comments-scraper_2025-11-17_16-35-57-894.csv,ni hidden gem tau kot perlischanglun wallahi ckup murah banyak speggeti dy gempaq mai dlm mangkuk jenuh perabih cerita dy murah berbaloi fav kedai :red_heart:,5,0.0,06/14/2025 22:21:18,saerahadnan,https://www.tiktok.com/@bellapark1310/video/7515756475470335239,6.61513639110486e+18,7.51580997547056e+18,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bde040e31febd1030a496e97e2bb551e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c609b89c&x-expires=1763481600&x-signature=kTbyweHHwXuR1x1i0iXEu%2BFeTtY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,0,[':red_heart:'],1,ni hidden gem tau kot perlischanglun wallahi ckup murah banyak speggeti dy gempaq mai dlm mangkuk jenuh perabih cerita dy murah berbaloi fav kedai,ni hidden gem tau kot perlischanglun wallahi ckup murah banyak speggeti dy gempaq mai dlm mangkuk jenuh perabih cerita dy murah berbaloi fav kedai,ni hidden gem tau kot perlischanglun wallahi ckup murah speggeti dy gempaq mai mangkuk jenuh perabih cerita dy murah berbaloi fav kedai,Potlepak Changlun,negative
